Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,1,age groups,18-25
790,8/8/2023,CUST790,Male,62,Clothing,1,25,25,1,5,
791,12/5/2023,CUST791,Female,51,Beauty,1,25,25,1,4,
792,7/9/2023,CUST792,Female,20,Beauty,1,50,50,1,1,
793,2/5/2023,CUST793,Male,54,Beauty,1,30,30,1,4,
794,9/17/2023,CUST794,Female,60,Beauty,1,300,300,3,5,
795,11/28/2023,CUST795,Male,57,Electronics,1,300,300,1,5,
796,6/24/2023,CUST796,Male,43,Beauty,4,30,120,2,3,
797,1/7/2023,CUST797,Male,40,Clothing,3,25,75,2,3,
798,8/4/2023,CUST798,Male,61,Clothing,1,50,50,3,5,
799,9/8/2023,CUST799,Male,56,Electronics,2,50,100,2,5,
800,2/24/2023,CUST800,Male,32,Clothing,4,300,1200,2,2,
801,8/10/2023,CUST801,Male,21,Clothing,4,50,200,1,1,
802,7/5/2023,CUST802,Female,46,Beauty,1,30,30,2,4,
803,11/22/2023,CUST803,Male,39,Clothing,4,25,100,3,3,
804,8/24/2023,CUST804,Male,42,Electronics,1,30,30,1,3,
805,12/29/2023,CUST805,Female,30,Beauty,3,500,1500,1,2,
806,3/20/2023,CUST806,Female,35,Beauty,3,300,900,3,3,
807,8/11/2023,CUST807,Female,50,Electronics,4,50,200,1,4,
808,4/1/2023,CUST808,Male,33,Beauty,4,500,2000,1,2,
809,9/25/2023,CUST809,Female,62,Beauty,2,50,100,3,5,
810,11/30/2023,CUST810,Male,59,Electronics,4,25,100,1,5,
811,5/19/2023,CUST811,Male,61,Beauty,2,25,50,3,5,
812,11/12/2023,CUST812,Male,19,Electronics,3,25,75,3,1,
813,10/3/2023,CUST813,Male,52,Electronics,3,50,150,2,4,
814,9/5/2023,CUST814,Female,59,Clothing,1,500,500,2,5,
815,8/27/2023,CUST815,Female,51,Clothing,3,25,75,1,4,
816,8/12/2023,CUST816,Male,47,Beauty,2,500,1000,1,4,
817,10/31/2023,CUST817,Male,30,Beauty,4,50,200,3,2,
818,5/18/2023,CUST818,Male,30,Electronics,1,500,500,1,2,
819,6/15/2023,CUST819,Female,35,Beauty,2,50,100,3,3,
820,5/6/2023,CUST820,Male,49,Electronics,4,50,200,3,4,
821,2/14/2023,CUST821,Male,49,Electronics,1,300,300,1,4,
822,5/23/2023,CUST822,Female,52,Beauty,3,50,150,3,4,
823,8/19/2023,CUST823,Female,56,Electronics,2,50,100,2,5,
824,5/5/2023,CUST824,Male,63,Clothing,4,30,120,1,5,
825,8/26/2023,CUST825,Female,46,Beauty,1,25,25,2,4,
826,10/19/2023,CUST826,Female,46,Clothing,1,300,300,1,4,
827,11/9/2023,CUST827,Male,61,Beauty,3,300,900,3,5,
828,12/9/2023,CUST828,Female,33,Electronics,4,300,1200,1,2,
829,7/14/2023,CUST829,Male,61,Beauty,3,30,90,2,5,
830,6/22/2023,CUST830,Female,64,Clothing,3,50,150,3,5,
831,1/15/2023,CUST831,Male,27,Electronics,4,25,100,1,2,
832,9/11/2023,CUST832,Male,47,Beauty,4,500,2000,1,4,
833,6/16/2023,CUST833,Male,42,Beauty,4,50,200,1,3,
834,4/4/2023,CUST834,Female,56,Beauty,2,30,60,2,5,
835,9/7/2023,CUST835,Male,37,Clothing,4,50,200,2,3,
836,4/19/2023,CUST836,Female,22,Clothing,1,50,50,1,1,
837,7/1/2023,CUST837,Male,18,Beauty,3,30,90,3,1,
838,5/13/2023,CUST838,Male,47,Electronics,2,300,600,3,4,
839,6/24/2023,CUST839,Female,20,Electronics,4,300,1200,2,1,
840,5/24/2023,CUST840,Male,62,Clothing,2,25,50,3,5,
841,11/2/2023,CUST841,Male,31,Electronics,4,25,100,2,2,
842,12/26/2023,CUST842,Female,47,Clothing,2,300,600,1,4,
843,5/22/2023,CUST843,Male,21,Beauty,3,500,1500,2,1,
844,10/12/2023,CUST844,Male,35,Clothing,3,50,150,2,3,
845,1/6/2023,CUST845,Male,54,Clothing,1,500,500,1,4,
846,9/22/2023,CUST846,Male,42,Beauty,1,50,50,3,3,
847,4/8/2023,CUST847,Female,18,Electronics,4,300,1200,2,1,
848,2/13/2023,CUST848,Female,63,Clothing,3,25,75,2,5,
849,5/4/2023,CUST849,Male,32,Clothing,2,25,50,1,2,
850,7/28/2023,CUST850,Female,26,Beauty,2,500,1000,3,2,
851,9/8/2023,CUST851,Male,32,Electronics,2,25,50,2,2,
852,10/12/2023,CUST852,Female,41,Clothing,1,300,300,1,3,
853,5/4/2023,CUST853,Male,21,Beauty,2,500,1000,2,1,
854,12/20/2023,CUST854,Male,29,Clothing,1,50,50,1,2,
855,9/1/2023,CUST855,Male,54,Beauty,1,25,25,3,4,
856,11/27/2023,CUST856,Male,54,Electronics,4,30,120,3,4,
857,12/31/2023,CUST857,Male,60,Electronics,2,25,50,3,5,
858,9/9/2023,CUST858,Male,23,Electronics,2,50,100,3,1,
859,8/18/2023,CUST859,Female,56,Electronics,3,500,1500,2,5,
860,1/9/2023,CUST860,Male,63,Clothing,4,50,200,2,5,
861,2/17/2023,CUST861,Female,41,Clothing,3,30,90,3,3,
862,5/31/2023,CUST862,Male,28,Electronics,4,300,1200,3,2,
863,4/24/2023,CUST863,Female,30,Electronics,2,25,50,3,2,
864,7/27/2023,CUST864,Female,51,Electronics,1,500,500,2,4,
865,12/21/2023,CUST865,Female,42,Clothing,1,300,300,3,3,
866,5/5/2023,CUST866,Male,24,Electronics,1,50,50,3,1,
867,6/6/2023,CUST867,Male,21,Electronics,1,500,500,3,1,
868,12/6/2023,CUST868,Female,25,Electronics,1,300,300,1,2,
869,10/25/2023,CUST869,Male,37,Beauty,3,500,1500,3,3,
870,7/8/2023,CUST870,Female,46,Electronics,4,30,120,1,4,
871,8/31/2023,CUST871,Male,62,Beauty,2,30,60,1,5,
872,10/11/2023,CUST872,Female,63,Beauty,3,25,75,3,5,
873,9/29/2023,CUST873,Female,27,Electronics,4,25,100,1,2,
874,6/26/2023,CUST874,Male,60,Beauty,1,30,30,3,5,
875,8/6/2023,CUST875,Female,51,Electronics,4,500,2000,2,4,
876,10/9/2023,CUST876,Male,43,Clothing,4,30,120,2,3,
877,6/19/2023,CUST877,Female,58,Clothing,1,25,25,2,5,
878,6/30/2023,CUST878,Female,20,Clothing,1,30,30,2,1,
879,12/26/2023,CUST879,Male,23,Clothing,1,30,30,1,1,
880,8/21/2023,CUST880,Male,22,Beauty,2,500,1000,3,1,
881,5/19/2023,CUST881,Male,22,Electronics,1,300,300,3,1,
882,6/6/2023,CUST882,Female,64,Electronics,2,25,50,3,5,
883,5/9/2023,CUST883,Male,40,Electronics,1,500,500,2,3,
884,4/29/2023,CUST884,Female,26,Clothing,2,30,60,2,2,
885,3/3/2023,CUST885,Female,52,Clothing,4,30,120,3,4,
886,4/9/2023,CUST886,Male,37,Electronics,3,300,900,2,3,
887,6/11/2023,CUST887,Male,59,Clothing,4,25,100,3,5,
888,3/3/2023,CUST888,Female,52,Electronics,4,25,100,3,4,
889,10/2/2023,CUST889,Female,35,Electronics,1,50,50,3,3,
890,12/20/2023,CUST890,Male,34,Electronics,2,25,50,3,2,
891,4/5/2023,CUST891,Male,41,Electronics,3,300,900,3,3,
892,4/9/2023,CUST892,Male,20,Electronics,1,50,50,3,1,
893,4/21/2023,CUST893,Male,49,Electronics,1,50,50,3,4,
894,9/5/2023,CUST894,Male,52,Electronics,1,30,30,2,4,
895,5/22/2023,CUST895,Female,55,Clothing,4,30,120,3,5,
896,10/29/2023,CUST896,Female,30,Electronics,2,25,50,3,2,
897,9/26/2023,CUST897,Female,64,Electronics,2,50,100,2,5,
898,11/2/2023,CUST898,Female,42,Clothing,3,30,90,2,3,
899,5/25/2023,CUST899,Male,26,Clothing,2,300,600,2,2,
900,2/21/2023,CUST900,Male,21,Clothing,2,30,60,3,1,
901,4/10/2023,CUST901,Male,31,Electronics,1,30,30,1,2,
902,6/1/2023,CUST902,Female,54,Beauty,1,50,50,1,4,
903,4/27/2023,CUST903,Female,51,Beauty,4,50,200,2,4,
904,7/4/2023,CUST904,Male,28,Clothing,1,500,500,1,2,
905,4/2/2023,CUST905,Male,58,Beauty,1,300,300,2,5,
906,6/4/2023,CUST906,Female,20,Clothing,1,50,50,3,1,
907,1/8/2023,CUST907,Female,45,Electronics,1,25,25,1,4,
908,12/29/2023,CUST908,Male,46,Beauty,4,300,1200,3,4,
909,10/1/2023,CUST909,Male,26,Electronics,1,300,300,1,2,
910,3/6/2023,CUST910,Female,20,Beauty,3,50,150,3,1,
911,5/21/2023,CUST911,Male,42,Electronics,3,300,900,1,3,
912,1/24/2023,CUST912,Male,51,Beauty,3,50,150,3,4,
913,1/28/2023,CUST913,Male,29,Electronics,3,30,90,3,2,
914,10/11/2023,CUST914,Female,59,Electronics,1,500,500,1,5,
915,5/30/2023,CUST915,Female,26,Beauty,3,30,90,3,2,
916,12/24/2023,CUST916,Female,32,Electronics,1,50,50,3,2,
917,3/6/2023,CUST917,Female,57,Electronics,4,50,200,3,5,
918,11/23/2023,CUST918,Female,42,Electronics,3,30,90,1,3,
919,9/9/2023,CUST919,Female,22,Beauty,2,25,50,1,1,
920,2/22/2023,CUST920,Female,28,Beauty,3,25,75,3,2,
921,1/7/2023,CUST921,Male,51,Electronics,3,25,75,3,4,
922,10/21/2023,CUST922,Male,41,Electronics,1,50,50,1,3,
923,5/26/2023,CUST923,Male,32,Beauty,3,300,900,1,2,
924,8/29/2023,CUST924,Male,55,Beauty,2,50,100,3,5,
925,9/3/2023,CUST925,Male,25,Electronics,1,300,300,3,2,
926,8/14/2023,CUST926,Male,22,Electronics,1,30,30,3,1,
927,6/24/2023,CUST927,Male,43,Electronics,4,500,2000,2,3,
928,4/5/2023,CUST928,Female,35,Clothing,4,300,1200,1,3,
929,1/27/2023,CUST929,Female,23,Beauty,3,25,75,2,1,
930,5/10/2023,CUST930,Male,54,Clothing,4,50,200,1,4,
931,9/2/2023,CUST931,Male,30,Beauty,4,30,120,1,2,
932,2/28/2023,CUST932,Female,45,Beauty,4,25,100,1,4,
933,2/3/2023,CUST933,Male,22,Beauty,1,30,30,1,1,
934,7/25/2023,CUST934,Male,30,Beauty,1,500,500,1,2,
935,9/9/2023,CUST935,Female,34,Beauty,1,50,50,1,2,
936,2/7/2023,CUST936,Male,57,Beauty,4,50,200,1,5,
937,10/23/2023,CUST937,Female,62,Beauty,1,500,500,2,5,
938,11/19/2023,CUST938,Male,49,Clothing,4,50,200,3,4,
939,12/18/2023,CUST939,Female,46,Electronics,1,300,300,3,4,
940,1/28/2023,CUST940,Female,20,Electronics,1,30,30,2,1,
941,3/19/2023,CUST941,Female,57,Clothing,2,25,50,2,5,
942,3/18/2023,CUST942,Male,51,Clothing,3,500,1500,2,4,
943,10/16/2023,CUST943,Female,57,Clothing,4,300,1200,2,5,
944,6/5/2023,CUST944,Male,44,Clothing,2,25,50,1,3,
945,2/13/2023,CUST945,Male,30,Beauty,1,25,25,3,2,
946,5/8/2023,CUST946,Male,62,Electronics,4,500,2000,1,5,
947,3/2/2023,CUST947,Male,50,Beauty,1,300,300,3,4,
948,10/13/2023,CUST948,Female,23,Electronics,3,25,75,3,1,
949,8/2/2023,CUST949,Female,41,Electronics,2,25,50,2,3,
950,11/7/2023,CUST950,Male,36,Clothing,3,300,900,1,3,
951,11/2/2023,CUST951,Male,33,Beauty,2,50,100,2,2,
952,11/13/2023,CUST952,Female,57,Clothing,1,25,25,1,5,
953,4/26/2023,CUST953,Male,45,Beauty,3,30,90,3,4,
954,9/25/2023,CUST954,Female,50,Electronics,3,300,900,2,4,
955,7/14/2023,CUST955,Male,58,Clothing,1,25,25,2,5,
956,8/19/2023,CUST956,Male,30,Clothing,3,500,1500,3,2,
957,8/15/2023,CUST957,Female,60,Electronics,4,30,120,3,5,
958,6/2/2023,CUST958,Male,62,Electronics,2,25,50,3,5,
959,10/29/2023,CUST959,Female,42,Electronics,2,30,60,2,3,
960,8/8/2023,CUST960,Male,59,Clothing,2,30,60,1,5,
961,6/6/2023,CUST961,Male,53,Beauty,4,50,200,2,4,
962,10/19/2023,CUST962,Male,44,Clothing,2,30,60,1,3,
963,11/14/2023,CUST963,Female,55,Beauty,1,50,50,2,5,
964,1/31/2023,CUST964,Male,24,Clothing,3,300,900,2,1,
965,11/9/2023,CUST965,Male,22,Clothing,4,50,200,3,1,
966,2/20/2023,CUST966,Male,60,Electronics,2,500,1000,1,5,
967,4/17/2023,CUST967,Male,62,Beauty,1,25,25,2,5,
968,11/17/2023,CUST968,Female,48,Clothing,3,300,900,2,4,
969,4/19/2023,CUST969,Female,40,Clothing,3,300,900,3,3,
970,5/16/2023,CUST970,Male,59,Electronics,4,500,2000,3,5,
971,12/5/2023,CUST971,Female,27,Electronics,4,50,200,1,2,
972,2/11/2023,CUST972,Male,49,Beauty,4,25,100,2,4,
973,3/22/2023,CUST973,Male,60,Clothing,1,50,50,1,5,
974,5/3/2023,CUST974,Male,47,Beauty,1,30,30,2,4,
975,3/30/2023,CUST975,Female,56,Clothing,4,50,200,1,5,
976,10/10/2023,CUST976,Female,48,Beauty,2,300,600,3,4,
977,2/8/2023,CUST977,Female,35,Electronics,3,25,75,2,3,
978,3/22/2023,CUST978,Female,53,Clothing,3,50,150,1,4,
979,1/2/2023,CUST979,Female,19,Beauty,1,25,25,3,1,
980,7/29/2023,CUST980,Female,31,Electronics,3,25,75,3,2,
981,8/19/2023,CUST981,Female,30,Electronics,2,30,60,1,2,
982,12/19/2023,CUST982,Female,46,Beauty,3,30,90,2,4,
983,11/1/2023,CUST983,Female,29,Clothing,1,300,300,2,2,
984,8/29/2023,CUST984,Male,56,Clothing,1,500,500,3,5,
985,5/30/2023,CUST985,Female,19,Electronics,2,25,50,2,1,
986,1/17/2023,CUST986,Female,49,Clothing,2,500,1000,2,4,
987,4/29/2023,CUST987,Female,30,Clothing,3,300,900,2,2,
988,5/28/2023,CUST988,Female,63,Clothing,3,25,75,3,5,
989,12/28/2023,CUST989,Female,44,Electronics,1,25,25,1,3,
990,5/25/2023,CUST990,Female,58,Beauty,2,500,1000,2,5,
991,12/26/2023,CUST991,Female,34,Clothing,2,50,100,3,2,
992,8/21/2023,CUST992,Female,57,Electronics,2,30,60,3,5,
993,2/6/2023,CUST993,Female,48,Electronics,3,50,150,1,4,
994,12/18/2023,CUST994,Female,51,Beauty,2,500,1000,2,4,
995,4/30/2023,CUST995,Female,41,Clothing,1,30,30,2,3,
996,5/16/2023,CUST996,Male,62,Clothing,1,50,50,1,5,
997,11/17/2023,CUST997,Male,52,Beauty,3,30,90,1,4,
998,10/29/2023,CUST998,Female,23,Beauty,4,25,100,3,1,
999,12/5/2023,CUST999,Female,36,Electronics,3,50,150,3,3,
1000,4/12/2023,CUST1000,Male,47,Electronics,4,30,120,FALSE,4,
,,,,,,,,,,1,
